w,x,y,z
2.462639,0.762449,1.076762,0.405509
2.470066,0.759493,1.073199,0.406813
2.477523,0.756541,1.069637,0.408122
2.485008,0.753593,1.066075,0.409438
2.492521,0.750650,1.062515,0.410759
2.500058,0.747713,1.058957,0.412085
2.507620,0.744781,1.055402,0.413416
2.515203,0.741857,1.051850,0.414752
2.522808,0.738940,1.048303,0.416092
2.530432,0.736031,1.044760,0.417436
2.538073,0.733130,1.041224,0.418784
2.545730,0.730239,1.037693,0.420135
2.553402,0.727357,1.034170,0.421490
2.561086,0.724486,1.030655,0.422848
2.568782,0.721625,1.027148,0.424208
2.576486,0.718776,1.023650,0.425571
2.584198,0.715939,1.020162,0.426936
2.591916,0.713115,1.016685,0.428303
2.599638,0.710303,1.013219,0.429671
2.607363,0.707505,1.009765,0.431041
2.615087,0.704722,1.006323,0.432411
2.622811,0.701953,1.002895,0.433782
2.630531,0.699199,0.999481,0.435153
2.638246,0.696460,0.996081,0.436524
2.645955,0.693738,0.992697,0.437894
2.653655,0.691033,0.989328,0.439264
2.661345,0.688344,0.985976,0.440633
2.669023,0.685673,0.982641,0.442001
2.676687,0.683021,0.979323,0.443366
2.684336,0.680386,0.976024,0.444730
2.691966,0.677771,0.972744,0.446092
2.699578,0.675174,0.969483,0.447450
2.707169,0.672597,0.966242,0.448806
2.714737,0.670041,0.963022,0.450159
2.722280,0.667505,0.959822,0.451508
2.729798,0.664989,0.956644,0.452853
2.737287,0.662495,0.953489,0.454193
2.744747,0.660022,0.950355,0.455530
2.752176,0.657570,0.947245,0.456861
2.759572,0.655141,0.944159,0.458187
2.766934,0.652734,0.941096,0.459508
2.774260,0.650350,0.938058,0.460824
2.781548,0.647989,0.935044,0.462133
2.788797,0.645650,0.932056,0.463436
2.796006,0.643335,0.929093,0.464732
2.803173,0.641044,0.926156,0.466021
2.810296,0.638776,0.923245,0.467304
2.817375,0.636532,0.920361,0.468579
2.824408,0.634312,0.917504,0.469846
2.831393,0.632117,0.914673,0.471106
2.838329,0.629946,0.911871,0.472357
2.845216,0.627799,0.909096,0.473600
2.852052,0.625677,0.906349,0.474835
2.858835,0.623580,0.903631,0.476060
2.865565,0.621508,0.900940,0.477277
2.872241,0.619460,0.898279,0.478484
2.878861,0.617438,0.895646,0.479682
2.885425,0.615440,0.893042,0.480871
2.891931,0.613468,0.890468,0.482050
2.898379,0.611520,0.887923,0.483218
2.904768,0.609598,0.885407,0.484377
2.911097,0.607701,0.882920,0.485525
2.917365,0.605828,0.880463,0.486663
2.923572,0.603981,0.878036,0.487790
2.929717,0.602159,0.875638,0.488906
2.935799,0.600362,0.873271,0.490012
2.941818,0.598589,0.870933,0.491106
2.947773,0.596842,0.868624,0.492190
2.953663,0.595119,0.866346,0.493262
2.959489,0.593421,0.864097,0.494323
2.965249,0.591747,0.861878,0.495372
2.970944,0.590098,0.859689,0.496410
2.976573,0.588473,0.857530,0.497436
2.982135,0.586873,0.855400,0.498451
2.987631,0.585296,0.853299,0.499454
2.993060,0.583744,0.851228,0.500445
2.998422,0.582215,0.849187,0.501424
3.003717,0.580710,0.847174,0.502392
3.008945,0.579228,0.845191,0.503347
3.014106,0.577770,0.843236,0.504291
3.019199,0.576335,0.841310,0.505222
3.024225,0.574922,0.839413,0.506142
3.029184,0.573533,0.837545,0.507050
3.034075,0.572166,0.835705,0.507946
3.038900,0.570821,0.833892,0.508830
3.043657,0.569499,0.832108,0.509701
3.048348,0.568198,0.830352,0.510561
3.052972,0.566919,0.828623,0.511409
3.057530,0.565662,0.826922,0.512246
3.062021,0.564426,0.825247,0.513070
3.066447,0.563211,0.823600,0.513882
3.070807,0.562017,0.821979,0.514683
3.075102,0.560844,0.820385,0.515472
3.079332,0.559691,0.818816,0.516249
3.083497,0.558558,0.817274,0.517015
3.087599,0.557445,0.815758,0.517769
3.091636,0.556352,0.814267,0.518512
3.095611,0.555279,0.812801,0.519243
3.099522,0.554224,0.811360,0.519963
3.103372,0.553189,0.809944,0.520672
3.107159,0.552172,0.808552,0.521369
3.110885,0.551174,0.807184,0.522055
3.114550,0.550194,0.805840,0.522731
3.118155,0.549232,0.804519,0.523395
3.121700,0.548287,0.803222,0.524049
3.125186,0.547360,0.801948,0.524691
3.128614,0.546451,0.800697,0.525324
3.131983,0.545558,0.799468,0.525945
3.135295,0.544683,0.798261,0.526556
3.138550,0.543824,0.797076,0.527157
3.141749,0.542981,0.795913,0.527748
3.144893,0.542154,0.794771,0.528328
3.147981,0.541343,0.793649,0.528899
3.151015,0.540547,0.792549,0.529459
3.153996,0.539767,0.791469,0.530010
3.156923,0.539002,0.790409,0.530551
3.159798,0.538252,0.789369,0.531083
3.162621,0.537516,0.788349,0.531605
3.165393,0.536795,0.787347,0.532117
3.168115,0.536087,0.786365,0.532621
3.170787,0.535394,0.785402,0.533115
3.173410,0.534714,0.784456,0.533601
3.175985,0.534048,0.783529,0.534077
3.178511,0.533395,0.782620,0.534545
3.180991,0.532756,0.781729,0.535004
3.183425,0.532128,0.780854,0.535455
3.185812,0.531514,0.779997,0.535897
3.188155,0.530912,0.779156,0.536331
3.190453,0.530322,0.778332,0.536757
3.192707,0.529743,0.777524,0.537175
3.194918,0.529177,0.776733,0.537584
3.197087,0.528622,0.775956,0.537986
3.199214,0.528078,0.775195,0.538381
3.201300,0.527546,0.774450,0.538768
3.203345,0.527024,0.773719,0.539147
3.205351,0.526513,0.773003,0.539519
3.207317,0.526013,0.772301,0.539884
3.209245,0.525523,0.771613,0.540241
3.211135,0.525043,0.770939,0.540592
3.212987,0.524573,0.770279,0.540936
3.214803,0.524112,0.769632,0.541273
3.216583,0.523662,0.768999,0.541603
3.218327,0.523220,0.768378,0.541927
3.220036,0.522788,0.767770,0.542245
3.221712,0.522365,0.767175,0.542556
3.223353,0.521951,0.766591,0.542861
3.224961,0.521545,0.766020,0.543160
3.226537,0.521148,0.765461,0.543452
3.228081,0.520759,0.764913,0.543739
3.229593,0.520379,0.764376,0.544020
3.231075,0.520006,0.763851,0.544296
3.232527,0.519642,0.763336,0.544565
3.233948,0.519285,0.762832,0.544830
3.235341,0.518936,0.762339,0.545088
3.236705,0.518594,0.761856,0.545342
3.238040,0.518259,0.761383,0.545590
3.239348,0.517932,0.760921,0.545834
3.240629,0.517612,0.760467,0.546072
3.241884,0.517298,0.760024,0.546305
3.243112,0.516991,0.759590,0.546534
3.244315,0.516691,0.759165,0.546757
3.245493,0.516397,0.758749,0.546977
3.246646,0.516110,0.758341,0.547191
3.247774,0.515828,0.757943,0.547401
3.248879,0.515553,0.757553,0.547607
3.249961,0.515284,0.757171,0.547808
